position_id,issuer,issuer_country,asset_class,rating,accounting_classification,maturity_bucket,scenario_name,scenario_description,rate_shock_bps,credit_spread_shock_bps,total_yield_shock_bps,base_market_value_m,stressed_market_value_m,economic_value_impact_m,market_value_impact_pct,estimated_oci_impact_m,estimated_immediate_pnl_impact_m,accounting_impact_note
TRSY_037,EU Utility A,Other EU,Corporate Bond,A,FVOCI,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,6113.602,6027.907,-85.695,-1.4017,-85.695,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_037,EU Utility A,Other EU,Corporate Bond,A,FVOCI,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,6113.602,5971.814,-141.788,-2.3192,-141.788,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_038,NWB Bank,Netherlands,Agency/Supranational,AA+,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2031.803,2012.88,-18.923,-0.9313,-18.923,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_038,NWB Bank,Netherlands,Agency/Supranational,AA+,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2031.803,1994.186,-37.617,-1.8514,-37.617,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_038,NWB Bank,Netherlands,Agency/Supranational,AA+,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2031.803,2070.334,38.531,1.8964,38.531,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_038,NWB Bank,Netherlands,Agency/Supranational,AA+,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,2031.803,1975.72,-56.083,-2.7603,-56.083,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_038,NWB Bank,Netherlands,Agency/Supranational,AA+,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,2031.803,1939.473,-92.33,-4.5442,-92.33,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_039,NL Covered Bank A,Netherlands,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1073.413,1056.812,-16.601,-1.5466,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_039,NL Covered Bank A,Netherlands,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1073.413,1040.526,-32.887,-3.0637,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_039,NL Covered Bank A,Netherlands,Covered Bond,AAA,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1073.413,1107.563,34.15,3.1815,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_039,NL Covered Bank A,Netherlands,Covered Bond,AAA,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,1073.413,1024.557,-48.856,-4.5515,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_039,NL Covered Bank A,Netherlands,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,1073.413,993.565,-79.848,-7.4387,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_040,NL Covered Bank A,Netherlands,Covered Bond,AAA,FVOCI,10Y+,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2689.636,2624.146,-65.49,-2.4349,-65.49,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_040,NL Covered Bank A,Netherlands,Covered Bond,AAA,FVOCI,10Y+,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2689.636,2560.631,-129.005,-4.7964,-129.005,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_040,NL Covered Bank A,Netherlands,Covered Bond,AAA,FVOCI,10Y+,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2689.636,2826.542,136.906,5.0901,136.906,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_040,NL Covered Bank A,Netherlands,Covered Bond,AAA,FVOCI,10Y+,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,2689.636,2499.092,-190.544,-7.0844,-190.544,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_040,NL Covered Bank A,Netherlands,Covered Bond,AAA,FVOCI,10Y+,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,2689.636,2381.939,-307.697,-11.4401,-307.697,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_041,DE Pfandbrief Bank A,Germany,Covered Bond,AA+,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,997.158,985.813,-11.345,-1.1377,-11.345,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_041,DE Pfandbrief Bank A,Germany,Covered Bond,AA+,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,997.158,974.631,-22.527,-2.2591,-22.527,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_041,DE Pfandbrief Bank A,Germany,Covered Bond,AA+,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,997.158,1020.338,23.18,2.3246,23.18,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_041,DE Pfandbrief Bank A,Germany,Covered Bond,AA+,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,997.158,963.612,-33.546,-3.3642,-33.546,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_041,DE Pfandbrief Bank A,Germany,Covered Bond,AA+,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,997.158,942.063,-55.095,-5.5252,-55.095,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_042,FR Energy A,France,Corporate Bond,A,FVOCI,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,5698.584,5586.532,-112.052,-1.9663,-112.052,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_042,FR Energy A,France,Corporate Bond,A,FVOCI,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,5698.584,5477.278,-221.306,-3.8835,-221.306,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_042,FR Energy A,France,Corporate Bond,A,FVOCI,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,5698.584,5931.085,232.501,4.08,232.501,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_042,FR Energy A,France,Corporate Bond,A,FVOCI,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,5698.584,5370.824,-327.76,-5.7516,-327.76,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_042,FR Energy A,France,Corporate Bond,A,FVOCI,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,5698.584,5166.311,-532.273,-9.3404,-532.273,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_043,BE Covered Bank A,Belgium,Covered Bond,AAA,FVOCI,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2447.554,2410.789,-36.765,-1.5021,-36.765,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_043,BE Covered Bank A,Belgium,Covered Bond,AAA,FVOCI,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2447.554,2374.716,-72.838,-2.976,-72.838,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_043,BE Covered Bank A,Belgium,Covered Bond,AAA,FVOCI,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2447.554,2523.157,75.603,3.0889,75.603,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_043,BE Covered Bank A,Belgium,Covered Bond,AAA,FVOCI,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,2447.554,2339.333,-108.221,-4.4216,-108.221,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_043,BE Covered Bank A,Belgium,Covered Bond,AAA,FVOCI,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,2447.554,2270.642,-176.912,-7.2281,-176.912,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_044,NRW.Bank,Germany,Agency/Supranational,AAA,FVOCI,10Y+,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,5124.895,5002.851,-122.044,-2.3814,-122.044,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_044,NRW.Bank,Germany,Agency/Supranational,AAA,FVOCI,10Y+,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,5124.895,4884.452,-240.443,-4.6917,-240.443,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_044,NRW.Bank,Germany,Agency/Supranational,AAA,FVOCI,10Y+,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,5124.895,5379.922,255.027,4.9762,255.027,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_044,NRW.Bank,Germany,Agency/Supranational,AAA,FVOCI,10Y+,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,5124.895,4769.7,-355.195,-6.9308,-355.195,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_044,NRW.Bank,Germany,Agency/Supranational,AAA,FVOCI,10Y+,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,5124.895,4551.133,-573.762,-11.1956,-573.762,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_045,French Republic,France,Sovereign,AAA,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1191.726,1171.467,-20.259,-1.7,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_045,French Republic,France,Sovereign,AAA,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1191.726,1151.636,-40.09,-3.3641,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_045,French Republic,France,Sovereign,AAA,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1191.726,1233.526,41.8,3.5075,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_045,French Republic,France,Sovereign,AAA,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1191.726,1191.726,0.0,0.0,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_045,French Republic,France,Sovereign,AAA,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1191.726,1151.636,-40.09,-3.3641,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_046,NL Covered Bank B,Netherlands,Covered Bond,AA+,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2570.778,2541.679,-29.099,-1.1319,-29.099,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_046,NL Covered Bank B,Netherlands,Covered Bond,AA+,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2570.778,2512.997,-57.781,-2.2476,-57.781,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_046,NL Covered Bank B,Netherlands,Covered Bond,AA+,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2570.778,2630.23,59.452,2.3126,59.452,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_046,NL Covered Bank B,Netherlands,Covered Bond,AA+,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,2570.778,2484.733,-86.045,-3.347,-86.045,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_046,NL Covered Bank B,Netherlands,Covered Bond,AA+,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,2570.778,2429.459,-141.319,-5.4971,-141.319,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_047,FR Industrial A,France,Corporate Bond,BBB,FVOCI,0-2Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,3575.934,3567.375,-8.559,-0.2393,-8.559,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_047,FR Industrial A,France,Corporate Bond,BBB,FVOCI,0-2Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,3575.934,3558.857,-17.077,-0.4775,-17.077,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_047,FR Industrial A,France,Corporate Bond,BBB,FVOCI,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,3575.934,3593.175,17.241,0.4822,17.241,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_047,FR Industrial A,France,Corporate Bond,BBB,FVOCI,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,3575.934,3550.381,-25.553,-0.7146,-25.553,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_047,FR Industrial A,France,Corporate Bond,BBB,FVOCI,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,3575.934,3533.551,-42.383,-1.1852,-42.383,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_048,NL Telecom A,Netherlands,Corporate Bond,AA,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1622.55,1607.641,-14.909,-0.9188,-14.909,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_048,NL Telecom A,Netherlands,Corporate Bond,AA,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1622.55,1592.911,-29.639,-1.8267,-29.639,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_048,NL Telecom A,Netherlands,Corporate Bond,AA,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1622.55,1652.903,30.353,1.8707,30.353,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_048,NL Telecom A,Netherlands,Corporate Bond,AA,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,1622.55,1578.36,-44.19,-2.7235,-44.19,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_048,NL Telecom A,Netherlands,Corporate Bond,AA,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,1622.55,1549.792,-72.758,-4.4842,-72.758,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_049,French Republic,France,Sovereign,AA,FVOCI,10Y+,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,759.91,738.804,-21.106,-2.7774,-21.106,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_049,French Republic,France,Sovereign,AA,FVOCI,10Y+,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,759.91,718.456,-41.454,-5.4551,-41.454,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_049,French Republic,France,Sovereign,AA,FVOCI,10Y+,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,759.91,804.395,44.485,5.8539,44.485,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_049,French Republic,France,Sovereign,AA,FVOCI,10Y+,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,759.91,759.91,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_049,French Republic,France,Sovereign,AA,FVOCI,10Y+,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,759.91,718.456,-41.454,-5.4551,-41.454,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_050,DE Industrial A,Germany,Corporate Bond,A,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,816.933,800.429,-16.504,-2.0202,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_050,DE Industrial A,Germany,Corporate Bond,A,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,816.933,784.342,-32.591,-3.9894,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_050,DE Industrial A,Germany,Corporate Bond,A,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,816.933,851.192,34.259,4.1936,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_050,DE Industrial A,Germany,Corporate Bond,A,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,816.933,768.673,-48.26,-5.9075,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_050,DE Industrial A,Germany,Corporate Bond,A,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,816.933,738.585,-78.348,-9.5905,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_051,EU Infrastructure A,Other EU,Corporate Bond,BBB,FVOCI,0-2Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1801.846,1793.404,-8.442,-0.4685,-8.442,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_051,EU Infrastructure A,Other EU,Corporate Bond,BBB,FVOCI,0-2Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1801.846,1785.023,-16.823,-0.9337,-16.823,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_051,EU Infrastructure A,Other EU,Corporate Bond,BBB,FVOCI,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1801.846,1818.912,17.066,0.9471,17.066,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_051,EU Infrastructure A,Other EU,Corporate Bond,BBB,FVOCI,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,1801.846,1776.702,-25.144,-1.3955,-25.144,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_051,EU Infrastructure A,Other EU,Corporate Bond,BBB,FVOCI,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,1801.846,1760.242,-41.604,-2.309,-41.604,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_052,French Republic,France,Sovereign,AA,FVOCI,0-2Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1465.119,1461.563,-3.556,-0.2427,-3.556,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_052,French Republic,France,Sovereign,AA,FVOCI,0-2Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1465.119,1458.024,-7.095,-0.4842,-7.095,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_052,French Republic,France,Sovereign,AA,FVOCI,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1465.119,1472.283,7.164,0.489,7.164,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_052,French Republic,France,Sovereign,AA,FVOCI,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1465.119,1465.119,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_052,French Republic,France,Sovereign,AA,FVOCI,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1465.119,1458.024,-7.095,-0.4842,-7.095,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
